Alignment,Character,Combat,Creator,Durability,Gender,Height,IQ,Intelligence,Level,Place_of_birth,Power,Species,Speed,Speed_velocity,Strength,Strength_force,Super_powers,Tier,Universe,Weight,combat_str,durability_str,height_str,intelligence_str,level_str,power_str,speed_str,speed_velocity_str,strength_str,strength_force_str,tier_str,weight_str,name,img_links
Good,doctorfate,70,DC Comics,95,Male,-,180,90,6,Unknown,100,Human,100,1000000000,100,1000000000,"acausality,acceleratedhealing,arcanemagic,arcanemagic,astralprojection,banish,bloodmanipulation,bodypuppetry,bonemanipulation,bullettime,clairvoyance,coldresistance,conceptualmanipulation,corruptionresistance,cosmicawareness,creation,darkarts,darkmagic,darkforcemanipulation,divinepowers,dreammanipulation,duplication,durability,electricityresistance,electrokinesis,elementcontrol,elementaltransmogrification,endurance,energybeams,energyblasts,energyconstructs,energymanipulation,energyresistance,enhancedcondition,fatemanipulation,fateresistance,fearmanipulation,firecontrol,fireresistance,flight,forcefields,gravitycontrol,heatgeneration,heatresistance,hellfiremanipulation,hellfireresistance,higherdimensionalmanipulation,hypnokinesis,illusions,indomitablewill,intangibility,intelligence,interstellartravel,invisibility,invulnerability,jump,lightcontrol,longevity,magic,magicabsorption,magicresistance,marksmanship,mastertactician,memorymanipulation,mindcontrolresistance,molecularmanipulation,peakhumancondition,physicsmanipulation,possession,possessionresistance,powermimicryimmunity,powernullifier,powersense,precognition,preparation,probabilitymanipulation,radiationimmunity,reflexes,resurrection,sealing,self-sustenance,sensemanipulation,shadowmanipulation,sleepmanipulation,soulmanipulation,soulresistance,spatialmanipulation,stamina,superspeed,superstrength,telekinesis,telepathy,telepathyresistance,timemanipulationresistance,toxinanddiseaseresistance,unholyresistance,vaporisingbeams,watercontrol,weaponcreation,weathercontrol,accelerateddevelopment,acrobatics,adaptation,agility,chaosmagic,clairvoyanceresistance,corruption,cursemanipulation,curseresistance,dangersense,dexterity,dimensionalawareness,dimensionaltravel,electricityabsorption,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,existenceerasureresistance,holyresistance,latentabilities,moralitymanipulation,necromancy,omnilingualism,poweraugmentation,psionicpowers,realitywarping,realitywarpingresistance,regeneration,spatialawareness,stealth,summoning",8,DCeased,-,combat66to70,durability95,heighthuge,intelligence86to90,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,Doctor Fate,https://static.wikia.nocookie.net/superheroes/images/e/ef/Dr_fate_male_version.jpg/revision/latest/scale-to-width-down/250?cb=20140930231438
Bad,dartz,80,Shueisha,50,Male,-,160,80,3,Unknown,80,Human,6,10,1,125,"chaosmagic,darkmagic,immortality,intelligence,longevity,magic,non-physicalinteraction,projection,reactiveevolution,reactivepowerlevel,soulmanipulation,soulresistance,acceleratedhealing,astraltravel,banish,bfr,darkarts,dimensionstorage,dimensionalawareness,dimensionaltravel,existenceerasure,existenceerasureresistance,heatgeneration,heatresistance,hellfiremanipulation,hellfireresistance,magicabsorption,magicresistance,spacemanipulation,spatialawareness,spatialcommunication,summoning,realitywarping",2,Yu-Gi-Oh!,-,combat76to80,durability50,heighthuge,intelligence76to80,level3,power76to80,speed6to10,sv1-1000,strength1to5,sf1-1000,tier2,weightunknown,Dartz,https://static.wikia.nocookie.net/villains/images/8/8b/Dartz-l.png/revision/latest/scale-to-width-down/350?cb=20190820130512
Bad,darthvader,100,George Lucas,100,Male,"203 cm • 6'7.9""",190,95,5,Tatooine,100,Human,100,1000000000,75,4000000,"adaptation,afterimagecreation,agility,animalcontrol,attackreflection,aura,awakenedpower,bloodlust,chimanipulation,clairvoyance,cloaking,coldresistance,dangersense,dexterity,durability,electro-magnetismmanipulation,electrokinesis,elementcontrol,emotionalpowerup,endurance,energyabsorption,energyresistance,enhancedsight,fearinducement,forcefields,forcespeed,heatresistance,illusions,indomitablewill,intelligence,invisibility,jump,levitation,lightcontrol,longevity,marksmanship,mastermartialartist,mastertactician,memorymanipulation,mindcontrol,mindcontrolresistance,powersense,precognition,psionicpowers,psychometry,radiationimmunity,ragepower,reflexes,socialinfluencing,spatialawareness,stamina,stealth,superspeed,superstrength,swordsmanship,technopath/cyberpath,telekinesis,telepathy,telepathyresistance,terrakinesis,theforce,toxinanddiseaseresistance,vehicularmastery,vitakinesis,weaponsmaster,acceleratedhealing,astralprojection,clairvoyanceresistance,corruption,darkforcemanipulation,dimensionaltravel,electricaltransport,electricityresistance,energyblasts,energymanipulation,enhancedhearing,enhancedmemory,firecontrol,illusionresistance,insanity,interstellartravel,invulnerability,mattermanipulation,mindblast,non-physicalinteraction,possessionresistance,poweraugmentation,powernullifier,powersuit,regeneration,shockwavesgeneration,soulmanipulation,soulresistance,underwaterbreathing,watercontrol,weathercontrol,windcontrol,acrobatics,empathy,fireresistance,molecularmanipulation,spaceflight",6,SWL,120 kg • 264.55 lbs,combat96to100,durability100,height0-5,intelligence91to95,level5,power96to100,speed96to100,sv100000001-1000000000,strength71to75,sf1000001-10000000,tier6,weight1-1000,Darth Vader,https://static.wikia.nocookie.net/villains/images/1/14/JokerCoringaPalhaco.jpg/revision/latest/scale-to-width-down/30?cb=20131016224426
Bad,darthvader,100,George Lucas,100,Male,-,190,95,6,Tatooine,100,None,100,1000000000,100,1000000000,"acceleratedhealing,acrobatics,agility,astralprojection,awakenedpower,berserkmode,bullettime,chimanipulation,clairvoyance,clairvoyanceresistance,coldresistance,cosmicawareness,darkmattermanipulation,darkforcemanipulation,deconstruction,dexterity,dimensionalawareness,dimensionaltravel,dreammanipulation,durability,electricityabsorption,electricityresistance,electrokinesis,endurance,energyblasts,energyresistance,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,fearinducement,fireresistance,forcefields,forcespeed,grappling/climbing,heatgeneration,heatresistance,huntersinstinct,inorganicphysiology,insanity,instinctivereaction,intelligence,interstellartravel,invulnerability,jump,levitation,longevity,marksmanship,mastermartialartist,mastertactician,mindcontrol,mindcontrolresistance,non-corporeal,painsuppression,paralysis,portalcreation,postcognition,precognition,radiationimmunity,reflexes,roboticengineering,shockwavesgeneration,spacesurvivability,spatialawareness,spatialcommunication,stamina,statisticsamplification,stealth,superspeed,superstrength,supernaturalcondition,swordsmanship,telekinesis,telepathy,telepathyresistance,theforce,timetravel,toxinanddiseaseresistance,vehicularmastery,vision-microscopic,vision-night,vision-telescopic,wallcrawling,weaponsmaster,energymanipulation,enhancedtouch,fateresistance,firecontrol,illusionresistance,immortality,matterabsorption,mattermanipulation,naturalweapons,pocketdimensions,timemanipulationresistance,illumination",6,Star Wars,-,combat96to100,durability100,heighthuge,intelligence91to95,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier6,weightunknown,Darth Vader (Dark Dimension),https://static.wikia.nocookie.net/villains/images/1/14/JokerCoringaPalhaco.jpg/revision/latest/scale-to-width-down/30?cb=20131016224426
Bad,darthmaul,100,George Lucas,55,Male,"175.3 cm • 5'9""",140,70,3,Dathomir,70,Dathomirian Zabrak,80,300000000,45,300000,"acceleratedhealing,agility,attackreflection,berserkmode,bloodlust,clairvoyance,cloaking,dangersense,darkforcemanipulation,durability,electricityabsorption,endurance,extrasensoryperception,forcefields,forcespeed,illusions,intelligence,jump,levitation,lightcontrol,marksmanship,mastermartialartist,mastertactician,mattermanipulation,memorymanipulation,mindcontrol,mindcontrolresistance,molecularmanipulation,peakhumancondition,poweraugmentation,powersense,precognition,psionicpowers,ragepower,reflexes,stamina,stealth,superstrength,technopath/cyberpath,telekinesis,telepathy,theforce,weaponsmaster,bullettime,dexterity,electricityresistance,electrokinesis,empathy,enhancedsmell,insanity,longevity,psychometry,gravitycontrol,non-physicalinteraction,telepathyresistance",4,Star Wars,81.6 kg • 179.9 lbs,combat96to100,durability55,height0-5,intelligence66to70,level3,power66to70,speed76to80,sv100000001-1000000000,strength41to45,sf100001-1000000,tier4,weight1-1000,Darth Maul,https://static.wikia.nocookie.net/villains/images/e/e4/Darth-Maul.png/revision/latest/scale-to-width-down/295?cb=20190813011147
Bad,darkseid,100,DC Comics,100,Male,-,200,100,6,Unknown,100,None,100,1000000000,100,1000000000,"nigh-omnipotence,nigh-omnipresence",9,Prime Earth,-,combat96to100,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier9,weightunknown,Darkseid (True Form),https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
Bad,darkseid,100,DC Comics,100,Male,-,200,100,6,Unknown,100,None,100,1000000000,100,1000000000,"adaptation,antimattermanipulation,astralprojection,astraltrap,astraltravel,audiocontrol,avatarcreation,blackholemanipulation,bodypuppetry,bullettime,causalitymanipulation,causalityresistance,chaosmanipulation,cloning,conceptualmanipulation,corruption,cosmicawareness,creation,datamanipulation,deathmanipulation,decayembodiment,densitycontrol,dimensionalawareness,dimensionaltravel,divinepowers,dreammanipulation,duplication,elementcontrol,energybeams,firecontrol,forcefields,godlyphysiology,gravitycontrol,hacking,hive-mind,immortality,immortalitynegation,intelligence,interstellartravel,largesize,lightcontrol,marksmanship,mathematicsmanipulation,metaphysicsmanipulation,mindblast,mindcontrol,mindcontrolresistance,mindtransfer,moralitymanipulation,nigh-omnipotence,omegaeffect,omegasanction,omni-sense,omnifabrication,omnilock,omnipresence,omniscience,organicmanipulation,originmanipulation,plotmanipulation,pocketdimensions,portalcreation,possession,possessionresistance,postcognition,powerabsorption,powernullifier,radiationcontrol,realitywarping,shadowmanipulation,spaceflight,telepathy,timemanipulation,timemanipulationresistance,timetravel,toxinanddiseasecontrol,truthmanipulation,voidmanipulation,watercontrol,weathercontrol,willofgod,windcontrol",8,Prime Earth,-,combat96to100,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,Darkseid (Revision Mechanism),https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
Bad,darkseid,100,DC Comics,100,Male,-,200,100,6,Unknown,100,None,100,1000000000,100,1000000000,"acceleratedhealing,aura,avatarcreation,blackholemanipulation,bullettime,corruption,corruptionresistance,cosmicawareness,creation,elementcontrol,energyabsorption,energybeams,energyblasts,energymanipulation,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,enhancedtouch,existenceerasure,existenceerasureresistance,flight,forcefields,godlyphysiology,higherdimensionalmanipulation,illusions,indomitablewill,intelligence,interstellartravel,levitation,lifemanipulation,magicabsorption,mastertactician,mathematicsmanipulation,matterabsorption,mindblast,mindcontrol,mindcontrolresistance,nanotechnology,omegaeffect,omegasanction,omni-sense,originmanipulation,pocketdimensions,portalcreation,possessionresistance,postcognition,powerabsorption,powerabsorptionimmunity,poweraugmentation,powermodification,powernullifier,powersense,preparation,realitywarping,realitywarpingresistance,regeneration,regenerationnegation,resurrection,sealing,sensemanipulation,shockwavesgeneration,sizechanging,soulmanipulation,spaceflight,subjectivereality,superbreath,superspeed,superstrength,technologicalpossession,technopath/cyberpath,telekinesis,telepathy,telepathyresistance,timemanipulation,timemanipulationresistance,vaporisingbeams,voidmanipulation,weathercontrol,willpowermanipulation,summoning",8,Prime Earth,-,combat96to100,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,Darkseid (Other Box),https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
Bad,darkseid,95,DC Comics,60,Male,-,190,95,3,Unknown,90,New God,30,2000,100,1000000000,"acceleratedhealing,coldresistance,durability,electricityresistance,endurance,energybeams,energyresistance,fireresistance,godlyphysiology,heatgeneration,heatresistance,homingattack,immortality,intelligence,jump,marksmanship,mastermartialartist,mastertactician,omegaeffect,omegasanction,radiationimmunity,reflexes,stamina,stealth,superspeed,superstrength,toxinanddiseaseresistance,weaponsmaster,agility,empathy,energyblasts,fearinducement,fearmanipulation,invulnerability,mindcontrol,powersense,regeneration,self-sustenance,underwaterbreathing,vision-heat,acrobatics,aura,dexterity,largesize",4,DCEU,-,combat91to95,durability60,heighthuge,intelligence91to95,level3,power86to90,speed26to30,sv1001-5000,strength96to100,sf100000001-1000000000,tier4,weightunknown,Darkseid,https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
Bad,darkseid,100,DC Comics,100,Male,-,200,100,6,Unknown,100,New God,100,1000000000,100,1000000000,"nigh-omnipotence,nigh-omnipresence,nigh-omniscience",8,DM,-,combat96to100,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,Darkseid (Death Metal),https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
Bad,darkseid,100,DC Comics,100,Male,-,200,100,6,Unknown,100,New God,100,1000000000,100,1000000000,"nigh-omnipotence,nigh-omnipresence,omniscience",8,Prime Earth,-,combat96to100,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,Darkseid (Great Darkness),https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
Bad,darkseid,100,DC Comics,100,Male,-,200,100,6,Unknown,100,New God,100,1000000000,100,1000000000,"acceleratedhealing,animatedshadow,antimattermanipulation,astralprojection,astraltrap,astraltravel,audiocontrol,avatarcreation,blackholemanipulation,cloning,corruption,corruptionresistance,cosmicawareness,creation,deathmanipulation,deathtouch,dimensionstorage,dimensionalawareness,dimensionaltravel,divinepowers,dreammanipulation,duplication,durability,elementcontrol,energybeams,energyblasts,energyconstructs,energyembodiment,energymanipulation,energyresistance,firecontrol,flight,godlyphysiology,gravitycontrol,higherdimensionalmanipulation,hopeinducement,immortality,indomitablewill,intelligence,largesize,lasermanipulation,lifemanipulation,lightcontrol,longevity,magic,magicabsorption,magicresistance,mastertactician,mathematicsmanipulation,matterabsorption,memorymanipulation,metaphysicsmanipulation,mindblast,mindcontrol,mindcontrolresistance,mindtransfer,nigh-omnipotence,non-corporeal,non-physicalinteraction,omegaeffect,omegasanction,omni-sense,omnifabrication,omnikinesis,omnilock,omnimimicry,omnipresence,omniscience,originmanipulation,physicsmanipulation,pocketdimensions,portalcreation,possession,possessionresistance,powerabsorption,precognition,preparation,radiationcontrol,realitywarping,realitywarpingresistance,regeneration,regenerationnegation,resurrection,sealing,separation,shadowmanipulation,shapeshifting,socialinfluencing,soulmanipulation,soulresistance,spaceflight,spiritcontrol,timemanipulation,timemanipulationresistance,toxinanddiseasecontrol,vortexcreation,watercontrol,weathercontrol,willpowerinducement,willpowermanipulation,windcontrol,timetravel",8,Earth-616,-,combat96to100,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,Darkseid (Anti-Life Equation),https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
